text,openness,conscientiousness,extraversion,agreeableness,neuroticism
"I have never had to write like this for a class before, but I believe that I have done something similar to this on paper -- like in a journal or something. I'm not sure what I am going to write about for twenty minutes, but I guess it will not be that hard. there's a really cool song on channel 15 right now -- I heard it while I was doing my hoomework last night. it's like a live version of a song by Portishead. I think I'll go out and get the CD. when I have the money -- haha. this is a really cool group. I think I can get into their music. I'm  a real music lover. I think there's always a song of some sort playing in my head. I can't wait to hear a lot of the live music downtown. hopefully we (my roomates and I) will go soon. music and art are really my thing, even though right now my major is biology. I'll probably end up giving in and doing what I want to do. I just don't know how I'll make it (financially). but enough about that. lets see. gosh, Lake Travis is SO gorgeous. I really want to go back out there this weekend. it's so relaxing. I love being up here in austin. see, I'm from corpus christi - which is also a very pretty city - but it's just so FLAT down there. the land and everything. all we have is mesquite trees and cactus. the beach is great, but I grew up in a more rural part of south texas about 45 minutes or so from the beach. I can't imagine moving back to south texas though, not now that I've seen hills and trees. and no humidity!  my hair does great here. my parents should retire around here. might be good for thier alergies. I don't think I will live in austin forever, but as far as texas goes, I think it's the only place I might live. I want to travel though. see all the places I've never seen. maybe I'll study abroad. who knows. gosh, my parents would die. see, I'm the only child. I've already had to come home like 3 times since I moved here in august. I miss them too though. a lot. I guess maybe I'm not supposed to go off on a tangent like that. i'm just suppossed to write about what thoughts come to mind. but I guess those were what came to mind. hmmm. i'm tired. yes, I hope I'm able to get more sleep tonight than I did last night. maybe I'll get motivated and get all my work done before. oh. 2 o'clock?  probably not. but I'll get to sleep in friday and this weekend. I had better get motivated today. yeah, I guess after this I will begin studying and then go out for a jog. I always feel better after I excercise. and excercise is something I really need right now. there's just not enough hours in the day, you know?  I'm taking 16 hours and 3 of the five courses involve a lot of reading. the other two involve a lot of ananlytical thinking -- something I don't enjoy a whole lot. well, not at all, actually. ok, times up. twenty minutes. wow -- that went by more quickly than I thought it would. and check out my HUGE run-on paragraph!  I hate those. oh well.",1.0,0.0,0.0,1.0,0.0
"I am so tired. I cannot wait to go home tomorrow and sleep in my own bed. I really didn't think I would miss home that much, but apparently I do. Seriously, I cannot wait to go in the car and drive back to Kingwood. But it's not like I am homesick. Well, actually I guess I am homesick, but it's not for my family. To be quite honest, everytime I talk to my mother, she annoys me. But what I do miss is my bed. Not the house, because we don't' live in the house anymore. NO, we have to move two months before I leave for college. What were my parents thinking???  Obviously they weren't. But I do miss Garden Point. I really want to go back to MY room. But, now I have no room. Honestly, I do not consider my dorm room MY room. Thinking of, I definitely need to bring back some more stuff. Pictures and frames - stuff like that. My room mate brought so much crap. It makes my side of the room look so bare. But at the same time, I DID bring a lot of stuff. Anyways, this weekend. My date with Hal. I really don't want to go at all. I know that I completley led him on. I mean I could have told him that I was joking, but I didn't. I basically told him that I liked him. BUT HAROLD PITMAN! - UGH!  I still sound like I am totally in highschool. I know that in college you are supposed to throw away all your passt conceptions of people, but how can I do that about the guy who teased me for like 3 years. How many times can you say, ""But Mr. Blayney, I'm only eleven?""  and think it to be funny. I swear in seventh grade I could have shot him and Ryan Ochoa. Ryan Ochoa is another boy, who I would never ever date. When he got to be such a heart throb in high school is beyond me. But then again, I never ever thought that I would have a crush on Cyrus. I am such a hypocrit. The amount of time I was telling Gio, not to like him and not to go for him. But then again, Gio and Cyrus would not have lasted anyways. Gio is so prude, Cyrus would have either dumbed her or cheated on her pretty quickly. Gosh, I really hope that this assginment is completion, or else you will think that I am a really shallow and superficial person. Not to meniton judgemental. But actually what can you expect coming from Kingwood High School - thrid snobbiest school in the nation???  I seriously had fun at high school, but it definitley was a different type of fun than the type of fun I'm having now. I mean in high school I hardly ever drank really, until my senior year. But even then it wasn't EVERY weekend like I do now. I mean, we used to do stupid stuff like go to the airport and play airport tag, wrap or in the case of Dawn ""condimenting"" houses. But now, it's frat parties every weekend. Not that I am complaining, because I am hanging out with Brandon - what a hottie. But he is so rude. and Kimberly - honestly, I havent' talked to her since 7th grade. It is so wierd how people who were so close are now so far appart. But anyways, maybe the frat parties and the drinking is what is making me so tired, because I am pretty sure that I had less sleep that I am having now in highschool. Is this even stream of consciousness??? I ended up talkign about the same thing I began with, but I guess it is because I did go off on several tangents. But oh well - time's up!",0.0,1.0,1.0,0.0,0.0
"As I sit in my dorm room at this point in my life, I can think of one thing only, sadness. Sadness because I miss my family and my boyfriend and because I feel extremely lonely at this huge school. I am overwhelmed with my thoughts and concerns. I am scared about meeting new people, scared about making good grades, and in general I'm scared about starting all over again. I know that I should be so excited that I get this opportunity to begin my life again and start new adventures, but I'm not. Last summer, for the first time in my life, I felt like I belonged and I was extremely happy. Of course as soon as I obtained that wonderful feeling, it is ripped away from me at an instant. I feel like I am so stressed out here because I have so much to do at all hours of the day. I'm a very high strung person and need to relax a lot and I'm not really given that opportunity here. Joining a sorority was something I thought I had to do when I got here. So I did and I'm not sure it was the right decision for me. I think snobbery overwhelms my sorority and that bothers me a great deal. I really don't know exactly what my problem is but I just don't feel comfortable here. I am in love for the first time and the guy I love is in Fort Worth. We are not dating because we both agree it would be too hard but I love him so much that words could not possibly describe. It hurts to be in love and know that I will probably never be with him because of our location. I want to transfer but I I would be terrified to do that just for a guy. But when I think about it, I would do that for him. My thoughts are in a jumble right now and I feel many emotions running through my body. I'm not quite sure what I am going to do at this point in my life. My confusion, anger, and stress take over my life and it will take some time to figure out who I am and what I want with my life.",0.0,0.0,1.0,0.0,1.0
"what classes do i take next semester?  i need to plan out the rest of my college coursres out today. can i do it?  is it too much for me?  i think i can do it. i am completely capable of being admitted into medical school. thus far, i know that that is what God has in store for me, and what he thinks I should do now. there are so many people out there that i want to reach out to and help. i can not wait until my missions trip to russia. it wil be an awesome experience. everytime i think of all the people and children I will be helping i get a warm, tender, and comforting feeling in my heart. i think that God has given the gift of helping and taking care of others. for an extended period of my life i have always tried to find the meaning of my life, what special characteristics i possess but now i do not ponder on those things. i know that God has blessed me with several things and I am truly grateful. i hope that i can get involved with a good church here, and find a really nice cell group to join. i miss houston, newlife, house church. i wish that i could have stayed in houston and went to school there but i believe that i am where i belong. even though i may not like it here, i know that it is for the best. i believe that i will receive the best education i need for my profession in the future. plus, who knows, I may get more involved in church here in austin, and that may be another reason God has brought me here. nevertheless, i am determined to work far and beyond to be able to do my job. i am so tired today. i feel very tired but i can not seem to go back to sleep. it seems like every second is precious and i do not waste it by sleeping, atleast during the day. i am so nervous. it is only the third day of school and i am already stressing out. i think that i need to lighten up a little. my sister is right. i worry about things too much. i should just be easy-going but not too easy-going, i do not want to be carefree about everything. i am very thankful that i have naeri and my sister here. since i do not know many people in austin, it helps to atleast have one or two people i can talk to once in a while. i want to meet new people but the people here seem too immature for me. i am not really into the clubbing, drinking, etc. but then again there are so many students here, and i have only met the people that are into that because the people that i know are, so i just tag along. i am pretty sure that i will meet numerous people that share the some interests and aspects as i do. but i do not mind being alone. i think i am pretty independent exept for the fact that my parents my tuition but other than that i feel pretty independent. and, i also work and communicate well with others.",0.0,1.0,0.0,1.0,0.0
"Wow, I really don't know what to write. All I know is that I'm kinda behind on  my studies. The bad thing is that it's only been the first couple weeks of  school. I know I shouldn't procrastinate like this, but I just can't seem to help it.  That's why I'm doing this assignment at the last minute. Bad, huh?   Hummmmm, this chair is kinda uncomfortable. I just took  a shower and my hair is still kinda damp. I have really long hair, so it takes quite awhile for it to dry completely. I really miss my boyfriend. The funny thing (at least it's funny to me is that I'm Vietnamese and my boyfriend is black. Well his father is black and his mom is half Arabic and half French. My boyfriend,  Mohamed, was born in Africa but moved to Paris when he was only one years old. He's lived there for the past 18 years or so and have been here in the U. S for only two  years. He speaks five different languages. Pretty impressive, huh?  I have no idea why he hasn't called me yet. I haven't seen him in two weeks. I miss him sooo much. I wonder if he misses me or not. What do you think?  My problem is that  I'm not calling him until he calls me first. That's just the way I am. The guy always has to make the first move. I guess if he really wants to talk to me or hear my voice, then he will sooner or later pick up the phone. I really hope he will call soon. I really, really miss him. I guess it has to do with the fact that he is my very first boyfriend. If my parents ever find out I'm seeing a black guy, they would absolutely FREAK!  That's how they are. Actually, that's how  I kinda was. I told myself I would never ever like anyone but Asian guys. Boy, was I wrong. You know what, my arms are kinda getting tired now. For some  reason, I'm sitting real straight up in my seat. I never do this when I'm just  typing for the heck of it. Maybe the fact that I know this is for a grade makes  me a bit uneasy. Oh well, I don't mind. There, I kinda sat back a bit and it  feels a little bit better now. I just yawned. great, I need to stay up kinda  late tonight to do some other homework. I have ten more minutes but I don't know what else to write. I guess I type kinda fast, and so it seems as though I'm  writing a whole lot, huh?  I don't know how you are going to grade this. I know  it's gonna be a completion grade, but how are we going to benefit from this. I  bet you're just making us do this so whenever you don't have anything to do, you can just pull these up and give yourself a good laugh at our expense, huh?  NO, I'm just kidding. . Oh, Oh, OH, OH, yeah, yeah. I love you more than I can say. , I'll love you twice as much tomorrow, Oh, OH, I love you more than I can say. OH, don't you know I  need you so, OH tell me please, I gotta know. Do you mean to make me cry?  Am I just another gal,  That was just a song that I usually sing when my mind has nothing else on it. How do you like it?  It's kinda funny how sometimes I think of myself as pretty decent looking and at other times, I think I'm the ugliest troll. Why is that?  One day I would have complete confidence in myself and the next day I would feel so small and vulnerable. Why is it kinda weird for me to meet guys, especially Asian guys. Well, I kinda know the answer to that question. Since I'm Asian and I want to meet an Asian guy, I tend to feel more self conscience when I'm  around them and that results in a behavior that's not really mw. I've noticed lately that most of my guy friends are white guys. Because I don't really see them as a potential romance interest, I am very relaxed and calm with them, and I guess we just click like that. I know I should do the same with Asian guys, but it's hard just b/c they're Asian, also. Why is it so complicate, man?  Well, tomorrow, my friend Cheryl and I are gonna take a bus to the mall. I've only been on the  bus twice here around campus. I've never taken a bus on a highway before. I  have a feeling it's gonna be quite an experience for the both of us tomorrow. Wish me luck. Man, my whole arm is aching now!!!! Isn't that weird?  Okay, I'm gonna stop Bye-bye. . . . . . . . . .",0.0,0.0,1.0,1.0,1.0
Wow. what an assignment. I can barely type. I hope I will learn to write better. I keep listening to rosie on tv. A soda sounds good. I wonder when I will finally get mail. My parents were supposed to send me some stamps. I bet they got stolen. I wonder if avery will ever write to me. He says that he wrote me a letter like a week ago. Well were is it. I wonder if I will last for 20 minutes. I wonder what Avery and mine relationship will be like while he is on his mission. I feel like a machine right now. I went to the health clinic. That was kind of weird but everyone was nice to me. It is so normal for someone to be sexually active. THey are so surprised to hear they you are a virgin. I was raised right and I actually learned what they taught. Some people have to learn the hard way at the expense of others. Abortion is the worst thing someone can just blow off. just because someone is being stupid and lustful they feel when they get pregnant that their mistakes should not come with the consequences. I wish I could watch Rosie of eat something instead of this. It is kind of fun though. I wonder if Jen is coming down this weekend to visit me. My stupid computer will not ever work. My roommate is nice to let me borrow her computer. I wonder what mandy and Phillip are doing. I have a message from my sister. I think it is Sheila. She has been so helpful. I need to concentrate. I need to read my scriptures. How much longer do I have to write. My fingers are about to fall off. I keep making so many mistakes. AAAHHH! this is frustrating trying to keep up with my thoughts. This sure does help my writing speed. go girl go. I want to call sheila. I wonder if they are cooking or something. I already have a sandwich in the refrigerator from lunch. That is so stupid that they don't allow you to take food out of the cafe. I did. I paid for it. They just want to reap you off. Well I won't let them. I can't think I am thinking too hard. I wonder what avery is doing. I wish I could talk to him. It is driving me almost to the point of worry. I wonder if the mail is here yet. I am so glad this assignment is easy. I wonder what kind of awful things people write. I feel almost sorry for the professors that have to read this. I bet it will take forever. I wonder what kind of experiments I will participate in. My shoulder hurts. I wonder how often I will actually work out. I am so sore. How much longer. YEs 4 minutes. Praise the lord. I said a curse word today and I am not happy with myself. I don't want to get back into that habit. I am not a happy or truly happy person when I curse. It is not a nice thing to do. I wonder what the professors are thinking. I waited for the bus forever today. I thought I was going to die in this heat. My writing is getting worse. I am getting a headache. I wonder what it would be like to have a cat. I like twinkles but cats are so moody. I miss my dog Anya. the cutest thing in the world. I wonder what they are doing at home. I wonder what they are eating. I am hungry. I miss eating with Avery. will he ever write me. Is he too busy. I never heard of that. I am starting to get mad now. he was all worried about me dating other guys and he doesn't even take the effort to buy a stamp and mail it. I wonder if it got lost. I hope I get one soon. I am finally done.,0.0,0.0,1.0,1.0,1.0
"For some reason today I feel more home sick than I have yet. When I first arrived to my dorm room three weeks ago, it didn't feel very real to me. Of course I cried when my parents left, but it wasn't because I was feeling all the things that I thought I would. At the time I think it was more knowing that I would soon feel that way once the excitement wore off. Now, dorm life is very real and I no longer feel like I am at summer camp. The first two weeks were nothing but meeting new people and going new places and now I feel the overwhelming feeling of college work and homesickness. It is rather silly I guess for me to say ""homesick"" because I am only thirty miles away from home, but I have discovered that it doesn't really matter what your distance from home is. Distance would make it harder, but for all of us it is the fact that we are no longer living with our families; we will never be living under our parents permanently. In a way I guess I am supposed to be really excited about that and I think I am, but I also really miss being a bigger part of their lives. So much happens on a daily basis and I feel like I am missing something. I also wonder if it is really weird for me to feel this way. So many of the other students seem to be having the time of their lives, but I wonder if they have ever felt the same way. I went to eat with my mom and sisters last night because my older sister was in town from College Station. After we ate I couldn't fight the tears that were welling up in my eyes. I miss old times like that and I miss the way we could just laugh together and have fun. I know that soon I will be adjusted to my new life and I can look back on this and think what a dork I was. It is just that time of adjustment and waiting until this place feels like home. I want so badly for it to feel like home and I want to be happy here. I really have no doubt that it soon will be a place where I feel comfortable, I just hope that soon comes really soon! My mom keeps sending emails telling me to have fun. It isn't that easy to just make friends and go have fun. I never thought that it would be so hard to meet people, but with such a huge population it can't be easy. I think that I am probably complaining too much because I really am not unhappy by any means but I just expected something different. High expectations are dangerous because nothing can ever be as good as you dream it to be. Oh well, hook 'em horns!",0.0,0.0,0.0,1.0,1.0
"streaming thoughts. hard with aol open, closed. music playing. wonder if this impacts writing. of course it does. cold hands. why is this room so cold. wonder what its like outside. hopefully not as hot as before, it would feel good though. I like this keyboard. track change. dig this mix. reverb. bass. beat. dark room, but I hate fluorescent lights. horrible. this is hard to do. thoughts come and go before I can trace them. highway. like cars going by on a highway, fleeting. synthesizer, chord, nice. voice, repeating. strange. I wonder why economics was canceled today. no professor? sick? I need to read. fifteen minutes to go? I've hardly written anything. don't tell me my mind is this empty. email arrives. pointless, I'm sure. 303s are cool, who made them. want to hear the first song using a 303. wish I could get this working. where's the beat, key change. okay. what are these things sitting here. fists outstretched with a spiral on the stomach? someone was high when they designed these. individually wrapped. single serving. film club meeting tonight. ahh free food, hopefully not pizza. need to see a movie. yes. so much money to be spent. 10 minutes it looks like, well at least I'm consistent. underworld. neat notes. this would be hard in silence. easier to work with music for some reason. cymbals. going home Friday. hot weather. how cold will it get. were humans meant to live in texas. air conditioning changed the world. funny. sweaty fat guys with tool belts make most of the world livable. irony. age of empires. a time with anarchy before 18 years of predetermined schooling. talent squashed with mindless work before it has a chance to develop. what are we doing. who can fix it, everyone takes it for granted. why am I arguing this. I'd like to argue this someday. humans haven't been around forever. feet are cold now, I really need to get out. pop quizzes, I hope not. no projects, thank god. need to read though. club element tonight? fifteen bucks. might be cool. what type of crowd is it though. bassline bassline. is this trance? I like ltj bukem though. there's the beat, how cool. who is this. I'd like to make a track like this. dust. damn this room gets dusty. need to wipe the fixtures. I love black lights. mix it. put that away. hunger, lots of walking. lots of sleep. too much. can't wake up at one every day. why didn't the highpoint controllers work. its almost time. watch the computer crash. who reads this? white room.",1.0,1.0,0.0,0.0,0.0
"It seems like everyone has gone home for Labor Day weekend. Lunch was really uncrowded but the food was good. We had grilled chicken and mashed potatoes. I really don't normally like mashed potatoes but I always just get them anyway. A couple people started playing Coldplay on the piano which was obviously in the wrong key. Procrastination is the worst thing to do when writing a paper for a class. The more you think about it, the more unflowing the paper will be. This dorm room must have thin walls because we can hear everyone thing that is said around us. At night, we can hear all the people coming and going through the main entrance. They tend to yell and be extremely loud. Our room is due to be cleaned tomorrow. It would have been done today, but all of the workers for the dorm have the day off. There are so many more months before the semester is over!  I'm sure it will go quickly though. Twenty minutes seems like a long time right now. I still have to go to Wal-Mart today because we're completely out of snacks in the room. I'm also out of pepsi which is a must for me. Our cafeteria only serves tea, water, coffee, and punch. I've been watching way too much of ""The Real World"" in the past two days. They've been playing reruns nonstop since like Wednesday. This week is going to be a lot less stressful than last week because Monday and Wednesday are my busy days. I want to get out of the city next weekend. Maybe I'll go visit some friends at Texas State or go to the lake. I haven't been swimming in really long time. I remember swimming in my neighbors pool as a kid more than I remember swimming in my own pool. Maybe because it was more exciting since my family didn't have one at the time. Our dog would always run around the pool and bark at every splash we would make. The trees in our backyard would always have bees buzzing around it but I never once got stung. The lotion sitting on my desk is about to fall over but that's ok because nothing can spill out. Well maybe twenty minutes isn't a long time because I'm over half way done. The game on Saturday was really fun. Once the sun went down it was much more enjoyable. UNT didn't do very well. I almost went there instead of UT just because its close to home and my sisters went there. On the other hand, it was maybe a little too close to home. I don't know why I bought a thesaurus and dictionary for college when I have a computer sitting right in front of me. Its about twice as fast to look up a word on google than it is to look it up in a book. I hear a lawnmower outside. I feel sorry for whoever has to do gardening on Labor Day. My neck is starting to hurt from staring at the computer screen for so long. I should trim my fingernails. They keep getting in the way while I'm typing. I haven't seem a movie since I came to Austin. I don't even know where a movie theater is around here. Better yet, I don't know what is playing right now. I haven't seen any previews either. Someone must be sick because I keep hearing coughing coming from the hallway. People go out way too much. I can't go out on a school night without feeling badly. I always want to wait for the weekend. I'm sure that will change shortly though. This has been a very long weekend. I  think I'm actually ready for school to start again tomorrow.",1.0,0.0,0.0,0.0,1.0
"That's what I thought, so I got very angry when earlier today they wouldn't sell me cigarettes just because my driver's license was expired. Then, they wouldn't sell them to my friend because they said that they knew that she was going to give them to me. It is ridiculous!!!  I am eighteen even if my driver's license is expired. Just because in the last two months I haven't had two hours to go and get it renewed, they're going to punish me by not letting me buy my nicotine. Some rules just make me so mad I could scream. Why would they do such stupid things?  I'm confused because I think that I'm afraid to audition for any of the plays here at UT because I'm afraid of failure, of not getting the part. My major is theatre arts and I hope to be an actress someday, and not one of those cheesy ladies on soaps. I want to be in movies and plays and be recognized and have money. I love acting and I've been doing it for so long and I never audition except for when I have to because I think maybe unconsciously, I feel less talented and afraid when they shake their heads at me.",0.0,0.0,1.0,0.0,1.0
"so what do I think about for twenty minutes. I don't really know. it's different when you actually have to think about what you're thinking about. my feet are cold. which is so weird because my room is always hot! We really need to get that fan that we talked about. I wish I was home; I was always the right temperature at home. and if I wasn't I could just change it. oh well I'll be home at the end of this week. I hope steffie is feeling better and not having too hard of a time with classes. I haven't talked to nick since I've been gone; I wonder if he even misses me. probably not so much since he just started middle school and he is making all new friends. how come I haven't made all new friends? maybe I should have gone to a smaller college. I dunno, I just wish I wasn't here. seeing javi this weekend was great, but as much as I try to tell myself that I should be happy that I at least got to see him, I can't get rid of this hollow feeling. I think I've sighed in the past two and half weeks than I have in my entire life. but honestly, what will I tell mom and dad. I know that they support me but how am I going to say that after three weeks somewhere, I'm so unhappy and I just want to be somewhere else, preferably in oklahoma. I dunno, maybe I should just wait. it has only been three weeks, and you knew that you were a shy person. but eventually you'll start making friends like at home. I just wish I wasn't sad all the time. it makes me feel like I need to talk to dad about medicine again. I'm so sad. I hate it here. I just want to go back to normal. no matter what I do, like swimming the other day with jacob and alex. that was kinda cool, but I was still only mildly entertained. and as far as studying, I've always liked it, but now I depend on it way too much to keep me busy. oh yeah, I can't forget to go by the library today and ask for a job. if I don't get that done, it'll keep bothering me until I do. hopefully they'll have openings, because that would be the ideal place for me to work, I think. haha, everyone would laugh at me though. how perfect. Christine, working in a library. whatever, it sounds cool to me. my birthday. I wonder if we're going to have time to celebrate it this weekend. I hope Lee'or doesn't mind that I didn't call her. I should have called Dee dee back so that I could wish Lee'or good luck. oh well, she was getting married; I'm sure that she was so happy that she didn't even stop to think about it. I wonder what javi's doing right now. I    'm so glad he came this weekend. it was the best feeling. but then again, would it be worth it to change schools. I mean everyone is so pessimistic about this sort of stuff. should I even listen to them? I mean everyone said just break up before you leave. long distance doesn't work, but both javi and I ere so miserable. it caused more problems then staying together will. but I know what mom and dad would say. especially dad. he wants me to do well with business so badly. he is so proud. but I don't even want to do business! but then again, I dunno what exactly I want to do. except be with javi and start having some fun with this whole college"" experience that everyone raves about. so far, I'm a little disappointed. but I guess that's a little of my fault because all my motivation seems to have disappeared. except for good ol' school. at least I can judge that. I can't let them slip. my grades are what I can use to persuade my parents. that I at least tried the whole business thing, whatever. but now I'd rather do something interesting. ugh! business! yes, it's great. I got into UT business. wow! but if I can't even get excited about going to class, how am I going to get excited about getting up everyday of my life to do financial reports and stuff. oh blah! how boriiiinnngggg! how boring, how boring. but isn't that just perfect as well- I'm stuck between doing what I know is logically best and what I feel like doing. hmm, yeah, there are a lot of things on my mind. I always seemed a little stressed in high school. just trying to balance everything, but at least I had fun. I think if I were another person I probably wouldn't want to get to know me now either. despite the fact that I could get down before, I never doubted that overall, I was happy. now I just feel lonely. haha. maybe I should stop listening to coldplay. rush always said their music always makes someone sad. but I dunno, I really like the piano. and plus I have so many good memories from that one cd. I just need to listen to some more upbeat music I guess. maybe some",0.0,1.0,0.0,0.0,1.0
"In high school I felt smart. Now I just am a face lost in the crowd. There are so many peole-so unfamiliar. What will I do?  All my friends went to different colleges. The only new people I know are my roomates-and they all have friends from high school to hang with. I feel like an outcast, like an ugly, fat, freshman, high schoolish girl. Even in my pledge class, all the other girls know each other from camp or home or watever. I have made friends though. I feel like my story is a depressing one, but I really am a happy person and I am enjoying college-being away from home. I thought that coming to college I would somehow escape the whole social thing. Obviously there is no escaping society. I was a Debutante, Neches River Festival Grand Lady-in-waiting, Senior Class Vice-President, and so much more. I was shown in the ""higher"" society. I hated it some, I liked it some. I guess I mainly liked the in control feeling and the attention. I went to public school, not private like most all of the people who came here from Beaumont, so I really am not friends with mopst of the people I know. The girls I know-from home and in my pledge class-all live in Hardin House. I live in Towers. There again, I feel like an outcast. I feel that somehow these girls look down on me. It seems like all the girls from Hardin house are all so close-and I am not allowed to be a part of their ""group. ""  Sometimes I just want to go home and be with my friends-where I felt I belong. I am excited to be in college, but-now I'm crying-but anyway, I just feel too young. But going home would show a weakness-I can't go home-I can't show that I want to or have an interest. I have always been the strong hard-headed type that doesn't show emotions. I was sick of being at home-I like it here, but it's hard-school that is. I want to do good in school and show my parents and grandparents-that I am a worthy person and I can survive-on my own. I really am happy, but I guess it is just cold feet. It is just going to take some time to adjust and become a sociable person, again. I know I can do it-make my grades and everything-even if it means giving up a party, or two or ten. I will make it and I will succeed. I am forever changing and growing up, but I need to find who I am -as an individual and on my own rather than hide behind the shadow of my comfort zone.",0.0,1.0,0.0,1.0,1.0
"I often wonder why I put so much effort into such trivial things such as looks because that can only do so far. I'm not happy with myself a lot and I run from my problems and it seems co dependence is necessity for me. college has been a wake up call and a sobering realization of how small we are. nelson mandella wrote in a speech something along the lines of ""we as humans are not afraid that we can't shine but we are afraid the of the things that we can do. any I feel like the catcher in the rye writing like this . it's so random my girl sent me a tape of songs to remember her by and they are supposed to sooth but instead they keep me up because I have such vivid memories of her. I worry about not being successful and being surpassed by my friends and that they will forget about me. I moved to Texas in the middle of the summer and I was so depressed and I would look at myself and I hated the state of mind I was in and the negativity I was supporting and it was a ridiculous waste of time. I vow to make the place I'm at the best place. I bitch about so many things that are so trivial. there was an airplane crash the other day and everyone died . I can't help but think about how bad it is for those families and friends and here I was missing mine but they are certainly not dead. the people who have been directly affected by it are immersed in some tough times, and for me life is good. it's crazy how things work like that. I tried keeping a journal ,but I can't keep up with it very well so far, I can't wait to play lacrosse ,it has become such a big part of my life. every morning I wake always wishing I could sleep , but at night I always stay up, I wonder if a good philosophy to live life by is to say live everyday like the next day you going to get hit by a bus. it interests  me to talk to my parents and older adults to ask what they would have done differently if they could go back because it makes you realize how fast life goes by. my dad was so smart and I feel so much pressure to live up to him but he would kill me if he knew some of the things I've done, sometimes I feel ashamed but on the other end it is learning from mistakes. well this was interesting , I can't wait till the weekend, till christmas and till Tuesday when lacrosse starts.",1.0,0.0,1.0,1.0,1.0
"WELL I GUESS I CAN START WITH MY DREAM LAST NIGHT SINCE THAT IS WHAT I'VE BEEN THINKING ABOUT ALL DAY. it WAS SO CRAZY. I had a dream that I was sitting on the couch in my room and talking with a friend when all of a sudden there is a knock at the door. I open the door and it is a dark figure, like a person, but the lighting in my apartment was that of the time of day that dusk sets in. Well she walks I and covers my mouth and lays me down on the floor and holds me with all force while she is chanting some mysterious chant in my ear. I don't know what she was saying but at that point I wake up in my dream as I'm struggling to move my body. I couldn't move until I realized I was out of my dream, which was maybe 3 seconds later. How creepy is that. When I woke up the chant was repeating in my head for like 10 seconds and then I completely forgot it. I don't know what that was about but it seems to me that it has to do with someone putting a spell on me. I've felt ghosts before but I never felt a bad sense coming from them. Weird. I always wonder what dreams are really supposed to mean. I mean people can buy dream books all they want but what are the chances of those interpretations being the same for all of us? I am a little worried about that but I haven't really been a bad person in the past with anyone. That I can think of. Oh well. Anyways I have to really buckle down today and do some serious studying if I want to enjoy the weekend like I should. Hopefully I will be studying on the beach Saturday night. Not that the South Padre beach ids that beautiful. After going to Cancun for a week though I guess its hard to actually top that beach. That was the best time I believe in my life so far. It is good to know that I will be going on many more trips like that considering how easy it was to plan that trip. Saving the money was super hard but I feel like if I really want to do something I am capable of making that happen. I hope this weekend is as good as last weekend. I am going back to San Antonio to see my family since it has been two weeks since my last visit. I really love the night life over here though. Maybe because everything is so new over here and I really love change period. I am not scared to completely change my patterns in friendships and relationships for that matter. I came over here knowing 3 people in the whole city. Now I know just a few more but the possibility of me meeting so many more is very high on the scale. I really miss my best friend a lot though. Her and I hung out all summer together, and all last year in school for that matter. She was all I needed and I was the same for her. Now we are spirited and she's getting back with her boyfriend and will probably end up married with children. Its a sad world when you see people you love so dependant on the wrong things at the wrong time. Her relationship with that boy is so lame. Thank god I have no time for stuff like that right now. I cannot relate to her attachment to him and would love to keep it that way for a really long time. Hopefully she will snap out of it though and realize that her whole life is ahead of her. Man. This is a really long time to be typing straight on the computer. Everyone around me is getting annoyed by how much I am typing. They keep staring at me, then the screen and back to me. HAHAHAHAHAHAHA! Lets  see well I've been trying to explore the campus and look for spots to study that no one can find. But unfortunately there are too many damn students in this place to accomplish that goal. This Life Sciences Library is really nice. I think its the high ceilings that make me feel so comfortable in here. There are always open computers in here as well. Well my time is almost up. My experience in the psy class is very important to me considering I want to be a psychiatrist one day.",1.0,1.0,1.0,1.0,0.0
