npc_id,profile_text
blacksmith_642,"A blacksmith with a stubborn, direct demeanor who values craft, fairness, independence. Goals: complete_work. earn_fair_pay."
merchant_309,"A merchant with a affable, evasive demeanor who values profit, reputation, pragmatism. Goals: complete_deal. maximize_profit. protect_reputation."
merchant_405,"A merchant with a affable, shrewd demeanor who values profit, reputation, pragmatism. Goals: maximize_profit. complete_deal. protect_reputation."
innkeeper_571,"A innkeeper with a warm, pragmatic demeanor who values profit, community, self_preservation. Goals: maintain_peace. earn_profit. avoid_trouble."
innkeeper_157,"A innkeeper with a gossipy, pragmatic demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
castle_guard_578,"A castle guard with a formal, terse demeanor who values duty, loyalty, self_preservation. Goals: avoid_scandal. follow_orders. protect_vault."
merchant_567,"A merchant with a shrewd, affable demeanor who values profit, reputation, pragmatism. Goals: protect_reputation. complete_deal. maximize_profit."
spy_331,"A spy with a evasive, charming demeanor who values survival, loyalty_to_handler, pragmatism. Goals: maintain_cover. avoid_exposure. complete_mission."
innkeeper_826,"A innkeeper with a warm, pragmatic demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
merchant_445,"A merchant with a affable, evasive demeanor who values profit, reputation, pragmatism. Goals: protect_reputation. complete_deal. maximize_profit."
spy_339,"A spy with a evasive, calculating demeanor who values survival, loyalty_to_handler, pragmatism. Goals: maintain_cover. complete_mission. avoid_exposure."
innkeeper_877,"A innkeeper with a gossipy, warm demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
apothecary_105,"A apothecary with a methodical, secretive demeanor who values knowledge, profit, discretion. Goals: protect_knowledge. maintain_business. avoid_scrutiny."
innkeeper_083,"A innkeeper with a pragmatic, warm demeanor who values profit, community, self_preservation. Goals: avoid_trouble. maintain_peace. earn_profit."
healer_082,"A healer with a calm, empathetic demeanor who values compassion, knowledge, neutrality. Goals: help_patient. maintain_neutrality. protect_knowledge."
healer_727,"A healer with a calm, careful demeanor who values compassion, knowledge, neutrality. Goals: help_patient. maintain_neutrality. protect_knowledge."
blacksmith_383,"A blacksmith with a honest, direct demeanor who values craft, fairness, independence. Goals: earn_fair_pay. complete_work."
castle_guard_332,"A castle guard with a formal, terse demeanor who values duty, loyalty, self_preservation. Goals: avoid_scandal. protect_vault. follow_orders."
healer_878,"A healer with a empathetic, careful demeanor who values compassion, knowledge, neutrality. Goals: maintain_neutrality. help_patient. protect_knowledge."
merchant_410,"A merchant with a evasive, shrewd demeanor who values profit, reputation, pragmatism. Goals: maximize_profit. complete_deal. protect_reputation."
blacksmith_129,"A blacksmith with a stubborn, direct demeanor who values craft, fairness, independence. Goals: maintain_independence. earn_fair_pay."
spy_084,"A spy with a calculating, charming demeanor who values survival, loyalty_to_handler, pragmatism. Goals: complete_mission. maintain_cover. avoid_exposure."
castle_guard_941,"A castle guard with a guarded, formal demeanor who values duty, loyalty, self_preservation. Goals: avoid_scandal. follow_orders. protect_vault."
guild_master_974,"A guild master with a authoritative, diplomatic demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. maintain_power. expand_influence."
castle_guard_417,"A castle guard with a guarded, terse demeanor who values duty, loyalty, self_preservation. Goals: protect_vault. avoid_scandal. follow_orders."
spy_052,"A spy with a calculating, evasive demeanor who values survival, loyalty_to_handler, pragmatism. Goals: maintain_cover. complete_mission. avoid_exposure."
merchant_991,"A merchant with a evasive, affable demeanor who values profit, reputation, pragmatism. Goals: protect_reputation. maximize_profit. complete_deal."
spy_611,"A spy with a charming, evasive demeanor who values survival, loyalty_to_handler, pragmatism. Goals: complete_mission. avoid_exposure. maintain_cover."
steward_837,"A steward with a formal, evasive demeanor who values order, discretion, loyalty. Goals: protect_noble. manage_household. maintain_order."
healer_425,"A healer with a empathetic, careful demeanor who values compassion, knowledge, neutrality. Goals: help_patient. protect_knowledge. maintain_neutrality."
spy_144,"A spy with a evasive, calculating demeanor who values survival, loyalty_to_handler, pragmatism. Goals: complete_mission. maintain_cover. avoid_exposure."
spy_363,"A spy with a charming, evasive demeanor who values survival, loyalty_to_handler, pragmatism. Goals: maintain_cover. avoid_exposure. complete_mission."
innkeeper_102,"A innkeeper with a pragmatic, warm demeanor who values profit, community, self_preservation. Goals: earn_profit. avoid_trouble. maintain_peace."
innkeeper_920,"A innkeeper with a gossipy, warm demeanor who values profit, community, self_preservation. Goals: maintain_peace. earn_profit. avoid_trouble."
innkeeper_921,"A innkeeper with a pragmatic, gossipy demeanor who values profit, community, self_preservation. Goals: earn_profit. maintain_peace. avoid_trouble."
guild_master_161,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. maintain_power. expand_influence."
sergeant_290,"A sergeant with a professional, brusque demeanor who values order, hierarchy, duty. Goals: maintain_order. follow_chain_of_command. protect_garrison."
apothecary_741,"A apothecary with a methodical, secretive demeanor who values knowledge, profit, discretion. Goals: avoid_scrutiny. protect_knowledge. maintain_business."
spy_677,"A spy with a evasive, charming demeanor who values survival, loyalty_to_handler, pragmatism. Goals: maintain_cover. avoid_exposure. complete_mission."
innkeeper_353,"A innkeeper with a pragmatic, gossipy demeanor who values profit, community, self_preservation. Goals: avoid_trouble. earn_profit. maintain_peace."
chamberlain_349,"A chamberlain with a refined, calculating demeanor who values propriety, loyalty, ambition. Goals: maintain_propriety. advance_position. serve_lord."
guild_master_742,"A guild master with a calculating, diplomatic demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. protect_guild. expand_influence."
guild_master_667,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. expand_influence. protect_guild."
farmer_887,"A farmer with a simple, cautious demeanor who values family, land, survival. Goals: maintain_land. protect_family."
sergeant_197,"A sergeant with a authoritative, brusque demeanor who values order, hierarchy, duty. Goals: maintain_order. protect_garrison. follow_chain_of_command."
soldier_020,"A soldier with a blunt, loyal demeanor who values honor, obedience, comradeship. Goals: protect_comrades. follow_orders. survive."
guild_master_590,"A guild master with a calculating, diplomatic demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. protect_guild. expand_influence."
steward_402,"A steward with a evasive, formal demeanor who values order, discretion, loyalty. Goals: protect_noble. maintain_order. manage_household."
merchant_798,"A merchant with a evasive, shrewd demeanor who values profit, reputation, pragmatism. Goals: protect_reputation. maximize_profit. complete_deal."
spy_557,"A spy with a calculating, charming demeanor who values survival, loyalty_to_handler, pragmatism. Goals: complete_mission. maintain_cover. avoid_exposure."
steward_318,"A steward with a formal, evasive demeanor who values order, discretion, loyalty. Goals: manage_household. maintain_order. protect_noble."
guild_master_465,"A guild master with a calculating, diplomatic demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. maintain_power. expand_influence."
innkeeper_909,"A innkeeper with a pragmatic, gossipy demeanor who values profit, community, self_preservation. Goals: maintain_peace. earn_profit. avoid_trouble."
priest_441,"A priest with a evasive, serene demeanor who values faith, duty, community. Goals: maintain_authority. protect_flock. serve_faith."
merchant_141,"A merchant with a evasive, shrewd demeanor who values profit, reputation, pragmatism. Goals: complete_deal. protect_reputation. maximize_profit."
steward_492,"A steward with a formal, meticulous demeanor who values order, discretion, loyalty. Goals: manage_household. maintain_order. protect_noble."
sergeant_413,"A sergeant with a brusque, professional demeanor who values order, hierarchy, duty. Goals: protect_garrison. maintain_order. follow_chain_of_command."
guild_master_764,"A guild master with a diplomatic, calculating demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. maintain_power. expand_influence."
apothecary_996,"A apothecary with a methodical, polite demeanor who values knowledge, profit, discretion. Goals: protect_knowledge. avoid_scrutiny. maintain_business."
scholar_337,"A scholar with a pedantic, analytical demeanor who values knowledge, truth, independence. Goals: protect_research. maintain_reputation."
guild_master_641,"A guild master with a diplomatic, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: expand_influence. protect_guild. maintain_power."
guild_master_943,"A guild master with a authoritative, calculating demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. maintain_power. expand_influence."
innkeeper_904,"A innkeeper with a gossipy, pragmatic demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
spy_781,"A spy with a evasive, calculating demeanor who values survival, loyalty_to_handler, pragmatism. Goals: avoid_exposure. complete_mission. maintain_cover."
sergeant_922,"A sergeant with a professional, authoritative demeanor who values order, hierarchy, duty. Goals: protect_garrison. maintain_order. follow_chain_of_command."
healer_989,"A healer with a empathetic, calm demeanor who values compassion, knowledge, neutrality. Goals: help_patient. protect_knowledge. maintain_neutrality."
priest_096,"A priest with a persuasive, serene demeanor who values faith, duty, community. Goals: maintain_authority. protect_flock. serve_faith."
spy_880,"A spy with a charming, evasive demeanor who values survival, loyalty_to_handler, pragmatism. Goals: avoid_exposure. maintain_cover. complete_mission."
steward_247,"A steward with a evasive, meticulous demeanor who values order, discretion, loyalty. Goals: maintain_order. protect_noble. manage_household."
farmer_103,"A farmer with a cautious, simple demeanor who values family, land, survival. Goals: protect_family. maintain_land."
sergeant_007,"A sergeant with a brusque, professional demeanor who values order, hierarchy, duty. Goals: protect_garrison. follow_chain_of_command. maintain_order."
spy_904,"A spy with a evasive, calculating demeanor who values survival, loyalty_to_handler, pragmatism. Goals: maintain_cover. complete_mission. avoid_exposure."
healer_700,"A healer with a careful, calm demeanor who values compassion, knowledge, neutrality. Goals: protect_knowledge. maintain_neutrality. help_patient."
guild_master_384,"A guild master with a authoritative, calculating demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. protect_guild. expand_influence."
scholar_579,"A scholar with a curious, pedantic demeanor who values knowledge, truth, independence. Goals: maintain_reputation. pursue_knowledge."
sergeant_349,"A sergeant with a professional, brusque demeanor who values order, hierarchy, duty. Goals: protect_garrison. maintain_order. follow_chain_of_command."
chamberlain_867,"A chamberlain with a polite, refined demeanor who values propriety, loyalty, ambition. Goals: maintain_propriety. serve_lord. advance_position."
innkeeper_065,"A innkeeper with a gossipy, pragmatic demeanor who values profit, community, self_preservation. Goals: earn_profit. avoid_trouble. maintain_peace."
spy_601,"A spy with a calculating, charming demeanor who values survival, loyalty_to_handler, pragmatism. Goals: complete_mission. avoid_exposure. maintain_cover."
innkeeper_654,"A innkeeper with a gossipy, warm demeanor who values profit, community, self_preservation. Goals: maintain_peace. earn_profit. avoid_trouble."
guild_master_114,"A guild master with a diplomatic, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: expand_influence. protect_guild. maintain_power."
innkeeper_801,"A innkeeper with a pragmatic, gossipy demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
apothecary_281,"A apothecary with a methodical, polite demeanor who values knowledge, profit, discretion. Goals: avoid_scrutiny. protect_knowledge. maintain_business."
healer_507,"A healer with a empathetic, calm demeanor who values compassion, knowledge, neutrality. Goals: help_patient. maintain_neutrality. protect_knowledge."
soldier_100,"A soldier with a suspicious, loyal demeanor who values honor, obedience, comradeship. Goals: protect_comrades. survive. follow_orders."
innkeeper_458,"A innkeeper with a pragmatic, gossipy demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
merchant_145,"A merchant with a shrewd, affable demeanor who values profit, reputation, pragmatism. Goals: maximize_profit. protect_reputation. complete_deal."
spy_007,"A spy with a calculating, charming demeanor who values survival, loyalty_to_handler, pragmatism. Goals: complete_mission. maintain_cover. avoid_exposure."
innkeeper_662,"A innkeeper with a warm, pragmatic demeanor who values profit, community, self_preservation. Goals: avoid_trouble. earn_profit. maintain_peace."
guild_master_345,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: expand_influence. maintain_power. protect_guild."
apothecary_031,"A apothecary with a polite, secretive demeanor who values knowledge, profit, discretion. Goals: maintain_business. avoid_scrutiny. protect_knowledge."
merchant_259,"A merchant with a affable, shrewd demeanor who values profit, reputation, pragmatism. Goals: protect_reputation. complete_deal. maximize_profit."
healer_528,"A healer with a empathetic, calm demeanor who values compassion, knowledge, neutrality. Goals: maintain_neutrality. help_patient. protect_knowledge."
scholar_236,"A scholar with a pedantic, analytical demeanor who values knowledge, truth, independence. Goals: protect_research. maintain_reputation."
sergeant_703,"A sergeant with a professional, authoritative demeanor who values order, hierarchy, duty. Goals: protect_garrison. follow_chain_of_command. maintain_order."
guild_master_507,"A guild master with a diplomatic, calculating demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. expand_influence. protect_guild."
castle_guard_366,"A castle guard with a formal, guarded demeanor who values duty, loyalty, self_preservation. Goals: avoid_scandal. protect_vault. follow_orders."
innkeeper_782,"A innkeeper with a gossipy, pragmatic demeanor who values profit, community, self_preservation. Goals: maintain_peace. earn_profit. avoid_trouble."
scholar_676,"A scholar with a analytical, curious demeanor who values knowledge, truth, independence. Goals: maintain_reputation. protect_research."
sergeant_520,"A sergeant with a authoritative, professional demeanor who values order, hierarchy, duty. Goals: follow_chain_of_command. protect_garrison. maintain_order."
blacksmith_474,"A blacksmith with a honest, stubborn demeanor who values craft, fairness, independence. Goals: maintain_independence. complete_work."
priest_181,"A priest with a evasive, persuasive demeanor who values faith, duty, community. Goals: maintain_authority. protect_flock. serve_faith."
priest_020,"A priest with a persuasive, serene demeanor who values faith, duty, community. Goals: protect_flock. maintain_authority. serve_faith."
blacksmith_186,"A blacksmith with a stubborn, honest demeanor who values craft, fairness, independence. Goals: maintain_independence. earn_fair_pay."
sergeant_903,"A sergeant with a brusque, authoritative demeanor who values order, hierarchy, duty. Goals: maintain_order. protect_garrison. follow_chain_of_command."
sergeant_391,"A sergeant with a professional, brusque demeanor who values order, hierarchy, duty. Goals: follow_chain_of_command. protect_garrison. maintain_order."
soldier_144,"A soldier with a suspicious, loyal demeanor who values honor, obedience, comradeship. Goals: follow_orders. protect_comrades. survive."
soldier_232,"A soldier with a loyal, blunt demeanor who values honor, obedience, comradeship. Goals: survive. protect_comrades. follow_orders."
priest_751,"A priest with a evasive, serene demeanor who values faith, duty, community. Goals: serve_faith. maintain_authority. protect_flock."
sergeant_548,"A sergeant with a professional, brusque demeanor who values order, hierarchy, duty. Goals: follow_chain_of_command. protect_garrison. maintain_order."
priest_640,"A priest with a evasive, persuasive demeanor who values faith, duty, community. Goals: protect_flock. maintain_authority. serve_faith."
blacksmith_353,"A blacksmith with a stubborn, direct demeanor who values craft, fairness, independence. Goals: maintain_independence. complete_work."
spy_148,"A spy with a calculating, charming demeanor who values survival, loyalty_to_handler, pragmatism. Goals: complete_mission. maintain_cover. avoid_exposure."
guild_master_081,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. maintain_power. expand_influence."
spy_492,"A spy with a charming, calculating demeanor who values survival, loyalty_to_handler, pragmatism. Goals: complete_mission. avoid_exposure. maintain_cover."
blacksmith_672,"A blacksmith with a direct, stubborn demeanor who values craft, fairness, independence. Goals: complete_work. maintain_independence. earn_fair_pay."
scholar_333,"A scholar with a analytical, curious demeanor who values knowledge, truth, independence. Goals: pursue_knowledge. protect_research. maintain_reputation."
steward_217,"A steward with a evasive, meticulous demeanor who values order, discretion, loyalty. Goals: manage_household. protect_noble. maintain_order."
chamberlain_378,"A chamberlain with a calculating, refined demeanor who values propriety, loyalty, ambition. Goals: advance_position. serve_lord. maintain_propriety."
scholar_631,"A scholar with a curious, analytical demeanor who values knowledge, truth, independence. Goals: pursue_knowledge. maintain_reputation. protect_research."
apothecary_493,"A apothecary with a methodical, secretive demeanor who values knowledge, profit, discretion. Goals: protect_knowledge. avoid_scrutiny. maintain_business."
steward_972,"A steward with a meticulous, evasive demeanor who values order, discretion, loyalty. Goals: maintain_order. protect_noble. manage_household."
apothecary_328,"A apothecary with a polite, methodical demeanor who values knowledge, profit, discretion. Goals: protect_knowledge. avoid_scrutiny. maintain_business."
steward_971,"A steward with a formal, evasive demeanor who values order, discretion, loyalty. Goals: manage_household. protect_noble. maintain_order."
spy_809,"A spy with a charming, evasive demeanor who values survival, loyalty_to_handler, pragmatism. Goals: complete_mission. maintain_cover. avoid_exposure."
castle_guard_814,"A castle guard with a terse, formal demeanor who values duty, loyalty, self_preservation. Goals: follow_orders. avoid_scandal. protect_vault."
healer_771,"A healer with a empathetic, careful demeanor who values compassion, knowledge, neutrality. Goals: help_patient. maintain_neutrality. protect_knowledge."
guild_master_582,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. maintain_power. expand_influence."
merchant_963,"A merchant with a evasive, affable demeanor who values profit, reputation, pragmatism. Goals: complete_deal. protect_reputation. maximize_profit."
merchant_080,"A merchant with a shrewd, affable demeanor who values profit, reputation, pragmatism. Goals: protect_reputation. complete_deal. maximize_profit."
spy_816,"A spy with a charming, evasive demeanor who values survival, loyalty_to_handler, pragmatism. Goals: avoid_exposure. maintain_cover. complete_mission."
soldier_153,"A soldier with a loyal, blunt demeanor who values honor, obedience, comradeship. Goals: follow_orders. survive. protect_comrades."
steward_673,"A steward with a formal, meticulous demeanor who values order, discretion, loyalty. Goals: maintain_order. manage_household. protect_noble."
farmer_975,"A farmer with a simple, cautious demeanor who values family, land, survival. Goals: survive_season. protect_family."
steward_611,"A steward with a evasive, formal demeanor who values order, discretion, loyalty. Goals: maintain_order. protect_noble. manage_household."
farmer_659,"A farmer with a cautious, simple demeanor who values family, land, survival. Goals: maintain_land. protect_family. survive_season."
guild_master_099,"A guild master with a calculating, diplomatic demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. expand_influence. maintain_power."
priest_426,"A priest with a serene, evasive demeanor who values faith, duty, community. Goals: maintain_authority. serve_faith. protect_flock."
priest_491,"A priest with a persuasive, serene demeanor who values faith, duty, community. Goals: protect_flock. maintain_authority. serve_faith."
guild_master_569,"A guild master with a authoritative, diplomatic demeanor who values power, guild_prosperity, pragmatism. Goals: expand_influence. maintain_power. protect_guild."
priest_384,"A priest with a serene, evasive demeanor who values faith, duty, community. Goals: protect_flock. serve_faith. maintain_authority."
spy_249,"A spy with a calculating, charming demeanor who values survival, loyalty_to_handler, pragmatism. Goals: maintain_cover. complete_mission. avoid_exposure."
spy_584,"A spy with a evasive, calculating demeanor who values survival, loyalty_to_handler, pragmatism. Goals: maintain_cover. complete_mission. avoid_exposure."
farmer_076,"A farmer with a honest, cautious demeanor who values family, land, survival. Goals: protect_family. survive_season."
priest_625,"A priest with a persuasive, serene demeanor who values faith, duty, community. Goals: protect_flock. serve_faith. maintain_authority."
apothecary_487,"A apothecary with a polite, methodical demeanor who values knowledge, profit, discretion. Goals: maintain_business. avoid_scrutiny. protect_knowledge."
farmer_852,"A farmer with a cautious, honest demeanor who values family, land, survival. Goals: maintain_land. protect_family. survive_season."
innkeeper_491,"A innkeeper with a gossipy, pragmatic demeanor who values profit, community, self_preservation. Goals: earn_profit. avoid_trouble. maintain_peace."
spy_729,"A spy with a evasive, charming demeanor who values survival, loyalty_to_handler, pragmatism. Goals: maintain_cover. avoid_exposure. complete_mission."
soldier_817,"A soldier with a loyal, blunt demeanor who values honor, obedience, comradeship. Goals: protect_comrades. survive. follow_orders."
spy_839,"A spy with a evasive, calculating demeanor who values survival, loyalty_to_handler, pragmatism. Goals: avoid_exposure. maintain_cover. complete_mission."
blacksmith_693,"A blacksmith with a stubborn, honest demeanor who values craft, fairness, independence. Goals: maintain_independence. complete_work."
innkeeper_844,"A innkeeper with a warm, gossipy demeanor who values profit, community, self_preservation. Goals: avoid_trouble. maintain_peace. earn_profit."
apothecary_020,"A apothecary with a secretive, methodical demeanor who values knowledge, profit, discretion. Goals: maintain_business. avoid_scrutiny. protect_knowledge."
innkeeper_622,"A innkeeper with a pragmatic, gossipy demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
sergeant_573,"A sergeant with a brusque, professional demeanor who values order, hierarchy, duty. Goals: maintain_order. follow_chain_of_command. protect_garrison."
blacksmith_167,"A blacksmith with a honest, stubborn demeanor who values craft, fairness, independence. Goals: complete_work. earn_fair_pay."
healer_662,"A healer with a calm, careful demeanor who values compassion, knowledge, neutrality. Goals: help_patient. maintain_neutrality. protect_knowledge."
blacksmith_239,"A blacksmith with a direct, stubborn demeanor who values craft, fairness, independence. Goals: earn_fair_pay. maintain_independence. complete_work."
castle_guard_135,"A castle guard with a formal, guarded demeanor who values duty, loyalty, self_preservation. Goals: avoid_scandal. follow_orders. protect_vault."
sergeant_213,"A sergeant with a professional, brusque demeanor who values order, hierarchy, duty. Goals: follow_chain_of_command. protect_garrison. maintain_order."
priest_617,"A priest with a serene, evasive demeanor who values faith, duty, community. Goals: serve_faith. protect_flock. maintain_authority."
priest_547,"A priest with a serene, persuasive demeanor who values faith, duty, community. Goals: protect_flock. serve_faith. maintain_authority."
innkeeper_553,"A innkeeper with a warm, gossipy demeanor who values profit, community, self_preservation. Goals: earn_profit. maintain_peace. avoid_trouble."
innkeeper_467,"A innkeeper with a gossipy, pragmatic demeanor who values profit, community, self_preservation. Goals: maintain_peace. earn_profit. avoid_trouble."
blacksmith_081,"A blacksmith with a stubborn, honest demeanor who values craft, fairness, independence. Goals: maintain_independence. complete_work. earn_fair_pay."
priest_733,"A priest with a persuasive, serene demeanor who values faith, duty, community. Goals: serve_faith. maintain_authority. protect_flock."
priest_855,"A priest with a persuasive, evasive demeanor who values faith, duty, community. Goals: serve_faith. protect_flock. maintain_authority."
guild_master_905,"A guild master with a authoritative, diplomatic demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. expand_influence. protect_guild."
spy_652,"A spy with a charming, calculating demeanor who values survival, loyalty_to_handler, pragmatism. Goals: avoid_exposure. complete_mission. maintain_cover."
castle_guard_723,"A castle guard with a guarded, formal demeanor who values duty, loyalty, self_preservation. Goals: avoid_scandal. follow_orders. protect_vault."
sergeant_624,"A sergeant with a brusque, professional demeanor who values order, hierarchy, duty. Goals: follow_chain_of_command. protect_garrison. maintain_order."
guild_master_788,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. expand_influence. protect_guild."
guild_master_528,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: expand_influence. protect_guild. maintain_power."
guild_master_892,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: protect_guild. maintain_power. expand_influence."
farmer_673,"A farmer with a simple, cautious demeanor who values family, land, survival. Goals: protect_family. maintain_land."
guild_master_476,"A guild master with a calculating, authoritative demeanor who values power, guild_prosperity, pragmatism. Goals: maintain_power. expand_influence. protect_guild."
innkeeper_295,"A innkeeper with a pragmatic, warm demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
spy_342,"A spy with a calculating, evasive demeanor who values survival, loyalty_to_handler, pragmatism. Goals: avoid_exposure. complete_mission. maintain_cover."
spy_956,"A spy with a calculating, charming demeanor who values survival, loyalty_to_handler, pragmatism. Goals: avoid_exposure. complete_mission. maintain_cover."
innkeeper_421,"A innkeeper with a gossipy, warm demeanor who values profit, community, self_preservation. Goals: earn_profit. maintain_peace. avoid_trouble."
innkeeper_730,"A innkeeper with a pragmatic, warm demeanor who values profit, community, self_preservation. Goals: maintain_peace. avoid_trouble. earn_profit."
innkeeper_994,"A innkeeper with a gossipy, pragmatic demeanor who values profit, community, self_preservation. Goals: maintain_peace. earn_profit. avoid_trouble."
apothecary_894,"A apothecary with a methodical, secretive demeanor who values knowledge, profit, discretion. Goals: protect_knowledge. avoid_scrutiny. maintain_business."
chamberlain_056,"A chamberlain with a refined, polite demeanor who values propriety, loyalty, ambition. Goals: serve_lord. maintain_propriety. advance_position."
sergeant_593,"A sergeant with a authoritative, brusque demeanor who values order, hierarchy, duty. Goals: follow_chain_of_command. protect_garrison. maintain_order."
merchant_057,"A merchant with a shrewd, evasive demeanor who values profit, reputation, pragmatism. Goals: protect_reputation. complete_deal. maximize_profit."
spy_765,"A spy with a charming, calculating demeanor who values survival, loyalty_to_handler, pragmatism. Goals: complete_mission. avoid_exposure. maintain_cover."
farmer_520,"A farmer with a honest, cautious demeanor who values family, land, survival. Goals: protect_family. maintain_land. survive_season."
innkeeper_465,"A innkeeper with a gossipy, pragmatic demeanor who values profit, community, self_preservation. Goals: avoid_trouble. earn_profit. maintain_peace."
soldier_688,"A soldier with a loyal, suspicious demeanor who values honor, obedience, comradeship. Goals: survive. protect_comrades. follow_orders."
blacksmith_795,"A blacksmith with a direct, honest demeanor who values craft, fairness, independence. Goals: complete_work. maintain_independence."
innkeeper_461,"A innkeeper with a warm, pragmatic demeanor who values profit, community, self_preservation. Goals: earn_profit. avoid_trouble. maintain_peace."
soldier_599,"A soldier with a loyal, suspicious demeanor who values honor, obedience, comradeship. Goals: protect_comrades. follow_orders. survive."
