text,valence,arousal,dominance
John Brandon Executive Director,0.525,0.375,0.525
NASA revisiting life on Mars question,0.55,0.575,0.5
"Hall flies to Amman, Jordan, on Friday, where he'll spend the night before driving to Iraq.",0.5,0.39,0.47250000000000003
"Above all, it is believed that the expanse of literacy and the printed word, mainly the newspaper, had a profound effect in influencing the choice of black and white.",0.5825,0.5825,0.625
“So …back to our garlicky friend?”,0.5725,0.39249999999999996,0.5
"Your gift of at least $5 or $10 or even $15, will help The HSUS save millions of animals.",0.55,0.55,0.5
"Yeah, I remember Sambito from the Astros (when the Braves were in the old NL West because it made sense to have a team 3,000 miles from most of their division rivals).",0.5,0.5,0.525
"The occasional painting hung on the wall (generic landscapes and portraits of old people no one has ever met, primarily).",0.5,0.405,0.5
"Well, she’s here and she needs your help.",0.525,0.525,0.55
Aquarium puts ailing beluga whale to sleep,0.30000000000000004,0.44999999999999996,0.42500000000000004
They led the Yankees for most of the first three months of the season but then slipped behind them in the American League East.,0.42500000000000004,0.5,0.525
Then she clapped her hands and brought in the barber.,0.575,0.575,0.575
"“Eternal Prisoner under the Thunder Peak Pagoda.” Trans. Diana Yu, in Y. W. Ma and Joseph S. M. Lau. Traditional Chinese Stories : Themes and Variations. Boston: Zheng & Zui Co, 1986, 358.",0.525,0.475,0.525
But she was young and attractive (as I have said and may say again) and eager and so happy to be assisting the infamous Bernardo Flynn that I merely raised an eyebrow in mild scepticism.,0.44999999999999996,0.525,0.525
U.S. opens door for Iraqi refugees,0.525,0.525,0.55
"“We interact with humans, take advantage of them, grant them boons, sometimes even become their friends, but the majority of both societies have little or no interaction.",0.44999999999999996,0.5,0.55
Scientist snoops in astronauts' journals,0.4,0.44999999999999996,0.475
"You’ll find herb and medicine shops, incense shops, chop makers’ shops (makers of Chinese seals), and more.",0.525,0.525,0.5
Thank you for this info.,0.625,0.475,0.5
"“Okay,”",0.5,0.44499999999999995,0.47250000000000003
"This fund will support the goal of having 550 mentoring relationships by the end of 1999 and 1,200 by the end of 2004.",0.55,0.55,0.525
Founder returns to Dell helm,0.5,0.5,0.5
Sarkozy comfort zone offers a royal opportunity,0.6,0.525,0.525
"In the excerpt from said interview, we can see that it is from March.",0.5,0.46499999999999997,0.46499999999999997
"The Urban Mission Branch is reaching out to middle school youth with programs based on caring, honesty, respect and responsibility for themselves and others.",0.595,0.53,0.5625
It was a Friday night.,0.5,0.42500000000000004,0.5
"First, the whole in-a-vacuum why's-there-a-bell thing.",0.5,0.47,0.5
"On May 29, 1,200 men arrived on the troopship Cape Victory after a five-week trip from Seattle.",0.5225,0.45499999999999996,0.5225
"The Western District is one of Hong Kong’s oldest neighborhoods, and its narrow streets hold a collection of fascinating traditional shops and enterprises.",0.55,0.55,0.525
The crew slipped on dark glasses to prepare for the blinding flash of the bomb.,0.42500000000000004,0.55,0.44999999999999996
In 1995 we will serve over 850 children and 340 families.,0.625,0.5,0.5625
"For while the lantern's spark shivered in the chill breeze, this burn was steady and true as the motion of its owner's pen, scratching out the rhythm of the willow's fingers.",0.5625,0.405,0.5
You don’t look dressed for this weather.”,0.42500000000000004,0.475,0.55
Tara fumed.,0.35,0.625,0.575
Fools!,0.3125,0.6875,0.625
"In meetings on Tuesday in Malaysia and Singapore before touching down in this oil-producing sultanate for two days of talks with members of the Association of South East Asian Nations, Powell said he repeatedly raised the issue.",0.475,0.525,0.55
"Most of his story I have pieced together since, but I understood enough as I knelt on his chest with my hands tight on his fleshy throat.",0.36,0.6675,0.64
"""look at what I, a foreign citizen, was able to do at a local Canadian Wal-Mart.""",0.555,0.5,0.5
"“That it is,” Nepthys assured her.",0.5,0.5,0.5
"Though they resemble squashes, they are natives to Asia, rather than the Americas, but are now cultivated in many regions of the world that boast moderate to warm climates.",0.5,0.4375,0.5625
"Love-ins, raves, gatherings where society is put on hold and humans open themselves to emotion: that is where entities from this world tend to go when they cross over, and that is where Rachel met someone from this world.",0.55,0.525,0.5
He turned to me.,0.5,0.4375,0.5625
"If they were, Madame White Snake would be unmistakably depicted as an evil character.",0.53,0.53,0.5625
"“I still like my idea,”",0.64,0.5825,0.61
"I didn’t know how they could miss such exotic features, even in that distorting light.",0.44499999999999995,0.44499999999999995,0.5275
“I think that the person who stole the girl we’re looking for might be a vampire.,0.42500000000000004,0.55,0.5
"New resorts offer attractions and amenities modeled after those available in top resort cities worldwide, including luxurious spas, signature restaurants, and exclusive boutiques.",0.625,0.44999999999999996,0.475
UK characters boosting box office,0.525,0.475,0.55
"“We’re not here to browse,”",0.47250000000000003,0.5,0.5825
"Cruise rates start as low as $599 for an outside cabin on select sail dates, and all offer the option of your 3rdr and 4th passengers cruising free!",0.575,0.575,0.575
Many of the children are victims of abuse or live in unstable homes.,0.3325,0.5275,0.5275
"So, after six years of planning, he opened the Excel Institute Automotive Program, a two-year school that gives people a chance at a new life as an auto technician or in another job related to the field.",0.525,0.475,0.5
Let them know you share their concern about protecting Alaska’s wolves.,0.55,0.5,0.525
The heavy curtains had been drawn across its windows.,0.5,0.5,0.5
Build an igloo?,0.44999999999999996,0.55,0.475
Audubon rescues endangered wildlife.,0.55,0.44999999999999996,0.5
The side of Malaquez's parcel gave way to reveal a greenmunk caught in a sheen of solid air.,0.5,0.5275,0.5275
Since the tram’s inauguration in 1888 it has stopped only for typhoons and World War II.,0.5,0.5,0.5
"July 28, 1999",0.5,0.4,0.525
"“Impossible,”",0.4,0.525,0.44999999999999996
Mr. McGuigan cites three completed efforts in Oklahoma.,0.525,0.525,0.525
"So she can once again go shopping, buying whatever seems best on any given day.",0.5,0.475,0.375
"I opened my mouth to ask for an explanation, but Nepthys stopped me.",0.42500000000000004,0.44999999999999996,0.35
"The anonymous buyer, believed to be an individual collector who lives in the United States, made the winning bid in a fiercely contested nine-minute auction at Sotheby's in Manhattan.",0.6,0.575,0.55
"About the time I was composing my last words in my head, trying not to think too much about what suffocating felt like, that's when I heard a bell.",0.4,0.625,0.44999999999999996
"It is built in a square, and the only way in is through the gate in the brick defensive wall.",0.5,0.475,0.5
"All these things I do, they're just to pass the time until I die.”",0.345,0.47,0.4375
Kim Osorio Wins Sexual Harrassment Suit Against The Source,0.5925,0.53,0.53
Tom Cruise and Katie Holmes set wedding date,0.625,0.525,0.475
Smith baby may not be pot of gold,0.5,0.4575,0.4575
Next week marks the 57th anniversary of the atomic bombings.,0.475,0.44999999999999996,0.525
"Simply fill out the enclosed card, and we will see you at the Grill!",0.625,0.625,0.595
Rugby.,0.44999999999999996,0.44999999999999996,0.55
Pacers' Jackson misses gun hearing,0.42500000000000004,0.525,0.42500000000000004
"Note that when haggling, the merchant assumes you are prepared to pay cash.",0.53,0.5,0.595
"We'll prepare a hog roast and hot dogs for the kids, with all the fixings.",0.7,0.625,0.575
"Even after the summer sessions come to a close, Jameson campers will take part in year-round programs designed to keep that positive contact with peers and role models alive and important.",0.575,0.575,0.55
"“Let’s not get fucked up tonight, though, okay, Rache?",0.4575,0.5425,0.5825
"Oy Waertsilae is to contribute 200 million markkaa, most of it as subordinated debt, and take a minority stake in the new company.",0.44999999999999996,0.44999999999999996,0.525
These programs focus on keeping the family together by providing counseling and other services to the entire family.,0.6,0.5,0.575
"Last year, DSM had 71 million guilders of extraordinary charges for the restructuring program and other transactions.",0.5,0.405,0.5
"Attack video saddens ""friendly fire"" widow",0.21999999999999997,0.5925,0.345
Weekly Nielsen will 'Lost' find its way back?,0.475,0.55,0.5
"I hadn't seen him since high-school, maybe twenty years before, and we were never buddies in the first place.",0.5,0.5,0.535
Surely the wholesalers don't mean to say that state alcohol laws should in no way be required to abide by the principles in the u.S.,0.375,0.4675,0.53
Blake defeats Moya to retain title,0.55,0.525,0.525
"“Obviously, we can't last longer than the rest of the universe.",0.42500000000000004,0.475,0.55
"There are nightclubs in the principal hotels, with bands, dancing, and floor shows.",0.535,0.535,0.5
"After this, we went up a flight of stairs and past a row of doors barred on the outside.",0.5,0.525,0.475
I pulled out the hammer and one of the stakes.,0.555,0.555,0.5825
Nearby is the Macau Cultural Center and the Museum of Art (open Tuesday–Sunday 10am–7pm; closed Monday; small admission).,0.525,0.5,0.5
"Having given up on watching the actual sport, mention of baseball now only sparks memories of The Old Man and the Sea and the old time baseball writers.",0.525,0.475,0.5
The first words they said to me meant nothing.,0.42500000000000004,0.475,0.475
"“As a boy in Bosnia, I walked my dog. Now my guide dog, Franklin, walks me”",0.5,0.5,0.46499999999999997
Super Bowl MVP Manning insists he's one of the guys,0.545,0.47750000000000004,0.5225
"The fascinating collection of artifacts pertaining showcases 6,000 years of Hong Kong’s history and Chinese culture.",0.64,0.5825,0.5275
"""benefiting not the climate but the burgeoning consultancy industry""",0.39,0.44499999999999995,0.47250000000000003
Tom Wark said... Scott: Thanks for the tips.,0.625,0.5,0.475
"Sheikh Mohammed, who is also the UAE Defence Minister, said during the launching ceremony ""we wish to make Dubai a center of modern economy"".",0.5,0.5,0.55
Antie’s motors will allow it to move around and interact with its environment and fellow ants.,0.525,0.475,0.5
"In fiscal 1988, the company earned $17.3 million, or $1.92 a share, on revenue of $352.9 million.",0.5,0.475,0.5
The gold is still there.,0.59,0.545,0.5225
"Oshkosh Truck attributed the downturn in its earnings to higher start-up costs of its new chassis division, a softer motor-home market and higher administrative costs of compliance with government contractor regulations.",0.47250000000000003,0.44499999999999995,0.5
“valid date”,0.5,0.46499999999999997,0.5
Aberdeen’s theatrical floating restaurants have been a tourist attraction for many years.,0.53,0.5,0.5
Griffiths scorns Withnail 'play',0.3225,0.46499999999999997,0.5
"No successor was named, and Mr. Reupke's duties will be split among three other senior Reuters executives, the company said.",0.525,0.5,0.525
Thanks Lump-man.,0.545,0.5225,0.5225
"“This man is here in search of his lover, who was stolen from him in the human world,”",0.475,0.525,0.525
"""Prayers, wishes, hopes, aspirations--someone, many people, may share those with you. Hanging the prayer flag shares your prayer with everyone else in the world. This may do no good at all, but it may--if everyone hopes and wishes and dreams and aspires, perhaps it will do good. It may not. But if no one shares their prayers, it will certainly do no good. So on the offchance that it will help, why not?""",0.525,0.525,0.475
I stood and turned toward the altar.,0.5,0.5,0.525
"His breath returning to its normal rhythms, he dared to look at the page before him.",0.5,0.525,0.42500000000000004
In the meantime you might like this blog post i cam across: http://blog.sophianetwork.org.uk/2009/09/women-tackling-climate-change.htm,0.5,0.535,0.5725
"The most famous site on the island is the world’s tallest seated bronze statue of Buddha at 22 m (72.6 ft), the Tiantan Buddha (see page 55).",0.5,0.545,0.47750000000000004
"Unemployed, homeless and with a prison record, Jerry now faced going back to prison for failure to pay child support.",0.30000000000000004,0.5,0.32499999999999996
Low international airfare is also available.,0.5,0.44999999999999996,0.5
Ex-Virginia gov not running for president,0.5,0.4175,0.5275
REFERENCES,0.5,0.475,0.5
"""Free""",0.65,0.575,0.55
"""None,"" I said and slipped the knife into his neck right at the base of his skull.",0.275,0.725,0.7
The code may look something like this:,0.5,0.35,0.5
Chad tried to tell his arms to lift him and let him reach for the tumbleweed to prove he wasn't a baby to Tucker.,0.47,0.5625,0.4375
"My discontent is the mother of invention, and by invention, I mean creative re-purposing.",0.5,0.5,0.55
"Mark Shepperd, an analyst at UBS Phillips & Drew in London, said, ""I suspect (the departure) will be fairly irrelevant for the company.",0.5,0.475,0.55
Astronaut's arrest tests NASA's mettle,0.47,0.47,0.5
Melua's deep sea gig sets record,0.64,0.555,0.5275
"“As a boy in Bosnia, I walked my dog.",0.525,0.475,0.5
"“Just at this corner,”",0.5,0.4275,0.5
"The A♯ in measure 438 might initially seem to be a new tonal area, but it leads to D in measure 444, which constitutes a V chord still applied to G.",0.5,0.4675,0.53
"It read, ""Department of the Treasury, Financial Management Service, Status Report of U.S. Treasury-Owned Gold.""",0.5275,0.5,0.5275
Jetfoils leave every 15 to 30 minutes 24 hours a day.,0.525,0.55,0.55
"Twenty-four hours of silence (vacuum, remember); was I hallucinating noises now?",0.4675,0.5,0.5325
The one that really stuck in my mind was explaining transitions in the panels of Watchmen .,0.525,0.525,0.55
"Antie be a circular robot, no more than 1cm in diameter (the length of a red harvester ant), with two driving wheels and one rear wheel for stabilization.",0.525,0.44999999999999996,0.55
Celebrities Protest Malibu Gas Facility,0.38749999999999996,0.5225,0.545
(I use it to calculate how many I'll get towards my premier status.),0.525,0.475,0.55
"""I thought he might stab you."" Roy said and craned his neck forward to look at Tucker's face as the other boys began to crowd around at a respectful distance.",0.32499999999999996,0.6,0.525
"Midden work, which consists of moving dirt between the inside of the nest and the outside, will occur first; patrolling, which involves a shorter overall amount of time spent outside, will occur second; and foraging will be the final behavior.",0.525,0.525,0.525
"At 8:15 a.m. Hiroshima time, the pneumatic bomb-bay doors opened and ""Little Boy,"" equivalent to 20,000 tons of TNT, fell out.",0.25,0.625,0.475
"Let's look at   my old favorite , TGI Friday's: If you can see this, then you might need a Flash Player upgrade or you need to install Flash Player if it's missing.",0.5,0.4375,0.5
"Finally, in a pinched rasp, he said, “My information is purely for the purposes of a collector.",0.4375,0.53,0.5
In Colombia this resulted in a civil war between the Liberal and Communist parties and Conservative party.,0.35,0.475,0.5
"The Italian authorities provided the FBI with information from wiretaps of Tokhtakhounov's home telephone, part of an investigation into his criminal activities.",0.5,0.47750000000000004,0.5225
"I guess I probably should’ve known, though.",0.3125,0.4375,0.375
Sincerely,0.545,0.5225,0.5
"I want to pick up with Tasha and me walking about The Sleeping Flamingo, and then, for the sake of literary convenience, to say that from a corner of the yard I saw a neighboring house, and the sight filled me with darkest forebodings.",0.375,0.575,0.44999999999999996
It’s been in our collection for several years because only a human can activate it.,0.5,0.345,0.625
"So what's our cargo, eh, captain?”",0.5,0.5,0.5
"Major shopping areas are Tsim Sha Tsui in Kowloon, especially along Nathan Road; Central on Hong Kong Island, particularly for upscale designer goods; Causeway Bay for slightly better prices; and the Hollywood Road area.",0.5,0.46499999999999997,0.5
"The White House said Mr. Bush decided to grant duty-free status for 18 categories, but turned down such treatment for other types of watches ""because of the potential for material injury to watch producers located in the U.S. and the Virgin Islands.""",0.5,0.44999999999999996,0.55
Equipment on Plane in Brazil Collision May Have Been Faulty,0.32499999999999996,0.44999999999999996,0.44999999999999996
"They gazed at each other, lost in the rapture of love based so deeply within their hearts that they had never seen it before.",0.7,0.725,0.575
“Why are you attracted to other members of your sex”,0.5,0.475,0.44999999999999996
You know they could. It would be even better for the system.,0.5,0.5275,0.47250000000000003
"President Bush has agreed to meet within 90 days with Mr. Barco, President Alan Garcia of Peru and President Jaime Paz Zamora of Bolivia to discuss the drug problem.",0.535,0.535,0.535
"It's not easy for me to ask a favor.""",0.4575,0.5425,0.4175
Flanked by the clock tower is the imposing Hong Kong Cultural Centre.,0.525,0.525,0.475
Dr. Sun Yat-sen (1866–1925) began his political career in Canton.,0.5,0.3325,0.4575
"Isis …you know some way to locate the undead, don’t you?”",0.475,0.5,0.525
But I think it will improve northcoast revenue and dignity.,0.5625,0.405,0.5
"And listen, when they came round the corner, Ray was with the captain.”",0.525,0.5,0.525
“Has anyone ever left?”,0.5,0.5,0.5
"Heck, if folks knew all that, maybe folks would be seeking out bottles with ""Sonoma County"" on the label.",0.475,0.44999999999999996,0.5
"College tuition, clothes, food, and heating all had to come before donations to non-profit organizations.",0.475,0.475,0.5
"""oasis""",0.625,0.55,0.5
(The 'South' was in the title to suggest that there were more ballrooms.,0.5,0.475,0.525
Ranger Rick is just one of our many wildlife publications.,0.525,0.5,0.5
If I as a resident of Ohio want to purchase a bottle of Californis wine on line and have it shipped to me in Ohio without interference from anyone else.,0.475,0.6,0.575
Did he consider trying to cancel?,0.475,0.5,0.5
Snow causes airport closures in Britain,0.275,0.55,0.4
"""So,""",0.475,0.475,0.5
"“Down past the Emerald Lounge, second door on the left. All hours.”",0.53,0.53,0.53
"If you leave the park and walk up Cotton Tree Drive, you will find the Peak Tram terminal.",0.5,0.5275,0.5275
Registration by the Secretary of State does not imply endorsement by the Secretary of State.,0.47750000000000004,0.45499999999999996,0.5
"""personal and official relationship with Chang under circumstances where you knew that he was attempting to ingratiate himself, in part through a pattern of attempts to provide you and those around you with gifts over a period of several years.""",0.5,0.55,0.575
"Dow Jones publishes The Wall Street Journal, Barron's magazine, and community newspapers and operates financial news services and computer data bases.",0.525,0.525,0.525
"And I invite a neighbor, one nice, lonely man --""",0.65,0.5,0.6
"But he ignores emissions of carbon dioxide, the main global warming gas.",0.42500000000000004,0.5,0.525
"Until thirty seconds ago, I didn’t believe in magic or any of that kind of …weirdness.”",0.55,0.6,0.5
"FAMILY PETS are improving recovery rates of patients at Columbia Hospital, Milwaukee.",0.625,0.525,0.525
"You told me about this, but it has to be seen to be believed (not that I didn't believe you!).",0.475,0.7,0.55
"Still, encrypting corporate communications is only a partial remedy.",0.44999999999999996,0.44999999999999996,0.5
There are industrial spaces being turned into low-rent artist lofts and business incubators.,0.525,0.55,0.525
How were you found?”,0.55,0.575,0.55
The coin once again escaped destruction when it was moved from the Treasury Department vault in 7 World Trade Center eight months before the building collapsed after the Sept. 11 terrorist attack.,0.47250000000000003,0.5,0.5
"4. He's put himself in a position where if he leaves Cleveland, every other city (and Cleveland) will be rooting against him",0.38749999999999996,0.5,0.45499999999999996
"""food fight""",0.6125,0.5675,0.59
"The passage from measures 85-89 is centered on E♭ (and the pentatonic set from the opening of the exposition is transposed down a whole step), but its mere presence as local tonic does not signify any sort of dominant function.",0.5,0.42500000000000004,0.5
Two of them told me yesterday that as a group they decided they had to earn the right to ask others for help by accomplishing something real to help themselves.,0.6,0.475,0.55
"At the same time it gives McCall a chance to intertwine his boot-straps story with the broader issue of children and education, a priority of many Democratic voters.",0.47250000000000003,0.5,0.5275
"""I've socialized for sixty-three years.""",0.545,0.5,0.545
Indulge yourself,0.61,0.61,0.555
"Most importantly, the problem in Youngstown was a nationwide problem.",0.375,0.5925,0.5625
"There's a whole bunch of nice stuff happening along the riverfront, from downtown up towards Stroh Place.",0.65,0.525,0.525
"$100,000 — placement of voter education spots in the key media including print, radio and television.",0.5,0.475,0.475
"“Lust,”",0.6,0.7,0.55
I swear.,0.47250000000000003,0.64,0.61
"Fact: The speed of sound in dry air at twenty degrees Celsius or sixty-eight degrees Fahrenheit is three hundred and forty-three meters per second, or one thousand one hundred twenty-five feet per second.",0.525,0.525,0.525
"“Maybe the universe will end sooner than you think,”",0.375,0.5,0.47
He turned to regard the pillar still rising behind his house and ran to see what had been done.,0.42500000000000004,0.625,0.475
"The long blade of the yucca had a sharp tip, but the only weapons allowed according to Humpty Dumpty Nursery rules of engagement were smelly thistles or cocklebur stems covered with spiked yellow stickers.",0.5,0.375,0.5625
"Join us for the ""Sale of the Century"" at JCC Auction '99, on Saturday, November 13, 1999.",0.57,0.5,0.5
EarthLink CEO dies at age 49,0.32499999999999996,0.5,0.475
Your gift will go beyond the holiday season.,0.625,0.575,0.55
Some of the strongest critics of our welfare system are the people who have become dependent on it.,0.5,0.44999999999999996,0.475
The secrets people reveal,0.5,0.5,0.5
Ended!,0.625,0.5825,0.5825
Iraq insurgents attack US base,0.32499999999999996,0.575,0.4
"Savin cited ""a general softening in the demand for office products in the market segments in which Savin competes.""",0.5,0.525,0.525
Making resolutions: It's about self-control,0.475,0.5,0.5
"""The document speaks for itself,""",0.55,0.5,0.55
"“Nathan, I told you: my family owes yours a debt.",0.5,0.5,0.5
"Jet flips in snowstorm, none dead",0.53,0.5,0.47
"In order to perform both of these functions, Antie will need a subroutine to explore in a zig-zag fashion, as harvester ants do (Gordon, 34).",0.47,0.5,0.5
I waved goodbye to the hunchback as we left.,0.5275,0.5,0.5275
"For women, nothing's like the smell of men's sweat",0.55,0.525,0.5
"Passionate, fiery colors filled the western sky before him, though the sun itself had reached the trees and a few dark clouds circled overhead.",0.6,0.575,0.55
"Susie Tompkins Buell, socialite and political activist who co-founded the Esprit de Corps fashion company: ""When I think of Julia Child I think of the television episode where she's showing you how to make a turkey dinner and the turkey fell on the floor.",0.555,0.5275,0.5275
It's even harder when she isn't.,0.39249999999999996,0.535,0.5
"Do come in.""",0.5725,0.5,0.46499999999999997
“We don't know how or why he left.,0.32499999999999996,0.475,0.4
"Now, I’m hoping I can count on your moral and financial support again today.",0.5425,0.5425,0.4575
"When our drinks came, he poured a dollop of something from an inner pocket into my Bloody Mary.",0.42500000000000004,0.5,0.475
Camp out on isolated islands.,0.525,0.4,0.55
"A TGI Friday's Facebook page does exist, with roughly a third of the fans they used to have.",0.5,0.5,0.53
It slowed down as it neared me and I started to worry.,0.30000000000000004,0.6,0.42500000000000004
I have sent you the enclosed complimentary name-and-address labels to call your attention to the work of the ASPCA.,0.5,0.46499999999999997,0.535
"However, as previously mentioned, C acts as a “fake” dominant that in measures 149-155 actually functions as an upper neighbor to B, the “true” dominant.",0.5,0.46499999999999997,0.535
"""Is he handsome?""",0.575,0.625,0.475
Entertainment,0.61,0.5825,0.5275
"United carbon offset disappointment April 27, 2009 9:08 AM",0.35,0.5,0.475
"""I am sorry,""",0.32499999999999996,0.525,0.44999999999999996
"Your gift will enable CCI to provide these and other necessary services at a neighborhood level, face-to-face, where it counts.",0.625,0.525,0.575
"Naturally this can be signaled by any number of things - clothing, food, lifestyle choices.",0.5,0.5,0.5
"The new factory, which will begin normal production early next year, will employ about 1,000 people.",0.575,0.475,0.5
she said.,0.5,0.5,0.5
"The first section of the development, measures 231-271, begins with a big D-minor chord which immediately establishes D as the tonal center for the section.",0.46499999999999997,0.5,0.5725
"As one of our donors in the New York area told us, “Sometimes you never see the good work your money does.",0.5,0.4375,0.5
"""You don't know who he is?""",0.47,0.5925,0.5
"I'm very excited we'll be on the same team for a while.""",0.8,0.8,0.55
"In addition, there exists a complex relationship between what are perceived as different levels of indigenous identity; the Nasa, for example, divide themselves into the traditional, modern, and new.",0.5,0.44499999999999995,0.555
"""I love what you do,"" she said.",0.75,0.625,0.55
"Over the past 10 years,more than 25 states have faced challenges in federal courts to their authority to regulate alcohol and their ability to maintain a licensed system of alcohol controls.""",0.44999999999999996,0.5,0.44999999999999996
‘lesson’,0.475,0.44999999999999996,0.5
"I stopped and looked back at him, surprised.",0.5,0.7,0.525
"On Connaught Road Central, you’ll find one of Hong Kong’s curiosities, the 244-m- (800-ft-) long Mid-Levels outdoor escalator.",0.575,0.525,0.55
"In Malaysia, Powell met with Prime Minister Mahathir Mohamad, who has led the country since 1981.",0.5,0.405,0.5
"Just to the east of the financial district, Wan Chai was once an area of sleazy clubs and topless bars; this was the setting for The World of Suzy Wong.",0.4175,0.5275,0.5275
"and John H., a recovering alcoholic, rebuilding a relationships with his family so they can live together again.",0.5825,0.5,0.44499999999999995
"MMM F_NAME L_NAME TITLE COMPANY ADDRESS CITY,ST ZIP March 4, 1999",0.47750000000000004,0.4325,0.47750000000000004
"Name Address City, ST Zip",0.5,0.475,0.525
Hong Kong is a mecca for Chinese hand-knotted wool carpets and silk rugs.,0.5,0.5,0.5
Never done,0.395,0.4175,0.4175
Sales rose to $9.8 million from $8.9 million.,0.625,0.5325,0.53
"He thought about it, then handed me the pouch.",0.5,0.5,0.5
Kishori nodded in agreement.,0.545,0.4325,0.45499999999999996
"""before he came to Flint""",0.5,0.46499999999999997,0.5
Cranberry?,0.5,0.39249999999999996,0.5
Iran to hit US interests if attacked,0.35,0.6,0.475
"Many need furniture, linens and other basic necessities to begin lives on their own.",0.405,0.47,0.375
I could free Tasha.,0.525,0.525,0.7
"In addition, Upjohn is offering a one-time retirement bonus equal to six months of base pay.",0.575,0.55,0.525
"He stood in front of a blue light, so I couldn’t see him clearly, but what I saw was memorable.",0.55,0.6,0.525
She led us past the silks and through an arch decorated with pictures of wooden ships and what looked like African tribesmen.,0.5,0.47,0.53
There was hardly enough room for his slim frame between the trunks that overshadowed any fleeting mortal trespass.,0.4375,0.4375,0.5
"You know it was these very mounds that originally sparked my interest in history, archeology and then linguistics.",0.5825,0.555,0.5275
"Angela Nafis, 47, of Ecuador, has been in the school for a year.",0.5,0.475,0.525
Spend a weekend bushwhacking with map and compass near our Pinkham Notch Lodge.,0.525,0.42500000000000004,0.475
"And in this city, where literature and theater have historically dominated the scene, visual arts are finally coming into their own with the new Museum of Modern Art and the many galleries that display the work of modern Irish artists.",0.6075,0.39249999999999996,0.5
"Is Conscription just around the corner, to serve Halliburton(Dubai) in attaining pipeline clearance through Afghanistan, to Turkmenistan and the oil field there?",0.4,0.6,0.5
You do not go to the drugstore and buy everything in it--you just buy what would be beneficial to you now.,0.5,0.525,0.55
Somali PM vows to bring Islamists to justice,0.525,0.55,0.575
The feeling that you are a real partner in helping us achieve victories for wildlife is probably the biggest benefit of membership there is.,0.7,0.65,0.725
"The Thunderbird, Desert Inn, Sahara, Sands, and Riviera hotels were erected during this period, luring a curious clientele drawn by tales of all-night partying, exclusive entertainment, and cheap accommodations.",0.525,0.42500000000000004,0.5
"Each of Antie’s eight bump sensors will cause the robot to rotate a different amount, and the sonar will cause it to rotate 90 degrees in the opposite direction.",0.5,0.44999999999999996,0.525
These are the attributes we want all children to have.,0.535,0.535,0.535
Stories like Astro’s are all too common.,0.5,0.42500000000000004,0.475
Ice storm descends on central U.S.,0.32499999999999996,0.525,0.42500000000000004
Mexican navy helps in hunt for U.S. engineer,0.575,0.575,0.55
Continuing around the peninsula in a clockwise direction brings you to the Rua da Praia Grande (Big Beach Street) — a pleasant promenade with shaded benches under the banyan trees.,0.5825,0.47250000000000003,0.5275
"He gave me a half-hearted wave that made me wonder what exactly we were chasing, and whether I should be wearing body armor.",0.475,0.5,0.5
"The offer, advertised in today's editions of The Wall Street Journal, is scheduled to expire at the end of November.",0.525,0.525,0.525
Annual diving contest in South Korea proves a chilly challenge,0.5275,0.5275,0.555
All African amputee football games kick off,0.5725,0.5725,0.5725
"No, actually, if we've learned anything it's that genre memes just go back underground ( Pirates for adults [NSFW]You get the point0.",0.47250000000000003,0.5,0.47250000000000003
"“That it is,”",0.5,0.4375,0.47
Snow brings travel misery to England,0.3325,0.5425,0.4575
The energy challenge | Exotic visions: how to cool a planet (maybe),0.525,0.525,0.5
Be sure to write me back to let me know your 2001 Calendar has arrived m good order.,0.525,0.5,0.55
"""I think they recognize the danger that we all face and I think they have been cooperating more fully with us as time goes by, and I'm quite sure that Mrs. Megawati is committed to this cause,""",0.5325,0.5625,0.625
Washington has never demanded good governance and democracy from Cairo in return.,0.35,0.55,0.55
"Rather, we can consider this occurrence of E♭ as a middleground-level whole-tone descent that foreshadows the structural descent to E♭ at measure 131 that is represented in Example 2.",0.5,0.5,0.525
Ice storms kill 21 across nation,0.29000000000000004,0.5425,0.41500000000000004
But how did you come to get those fans?,0.525,0.55,0.55
"Sincerely, A Mark Gilder Vice President, Marketing Universal Card Services Corp.",0.5,0.39249999999999996,0.4275
"""",0.5,0.44499999999999995,0.5
"During nearly seven hours of sworn testimony last week before the members and staff of the ethics panel, Torricelli said that he had not taken any gifts from Chang, and that what items he had accepted from the businessman he had later paid Chang for, one person familiar with his account said.",0.5,0.47,0.5
"“Femme, ”",0.5,0.475,0.475
"The light in the corners of my eyes rushed in, converging on the rosy glow around the stone, and for a moment I was blind.",0.42500000000000004,0.55,0.42500000000000004
"In Example 2, the entire development section is represented by exactly three pitches, and indeed each subsection is associated with one of these three pitches as its tonal center—none of these pitches is involved in the structural whole-tone descent.",0.5,0.47,0.5
"The reason the sentence is highlighted is not to deceive the viewer into believing that Heston hurried to Flint to immediately hold a rally there (as will become quite obvious), but simply to highlight the first mention of the name ""Kayla Rolland"" in the text, which is in this paragraph.",0.525,0.475,0.55
"As the stream wound its way through the largest pines, grown so great as to eclipse that feature of the landscape they had once crowded about for sweet water as saplings, Allan continued, slowing his pace to climb across the toes of the slumbering giants.",0.5,0.45499999999999996,0.5225
"But I could handle a hundred and fifty-K easy, say seventy-five-K from the fence.",0.525,0.525,0.575
Your gift to Goodwill will help us do even more this year because your gift will be used to directly support our work.,0.65,0.475,0.6
